26,90
26,100
26,50
26,60
49,90
49,100
47,90
47,100
44,90
44,100
44,50
44,60
31,90
31,100
31,50
31,60
31,30
31,40
15,90
15,100
15,50
15,60
15,30
15,40
41,90
41,100
76,90
76,100
81,90
81,100
91,90
91,100
98,90
98,100
50,90
50,100
32,90
32,100
32,50
32,60
54,90
54,100
54,50
54,60
54,30
54,40
54,20
54,30
54,15
54,25
54,12
54,22
61,90
61,100
61,50
61,60
61,30
61,40
11,90
11,100
11,50
11,60
85,90
85,100
13,90
13,100
13,50
13,60
9,90
9,100
9,50
9,60
9,30
9,40
9,20
9,30
9,15
9,25
32,90
32,100
32,50
32,60
32,30
32,40
32,20
32,30
32,15
32,25
30,90
30,100
27,90
27,100
96,90
96,100
17,90
17,100
17,50
17,60
17,30
17,40
19,90
19,100
19,50
19,60
19,30
19,40
33,90
33,100
20,90
20,100
24,90
24,100
50,90
50,100
50,50
50,60
50,30
50,40
50,20
50,30
50,15
50,25
95,90
95,100
32,90
32,100
61,90
61,100
61,50
61,60
61,30
61,40
61,20
61,30
27,90
27,100
27,50
27,60
8,90
8,100
8,50
8,60
8,30
8,40
38,90
38,100
79,90
79,100
5,90
5,100
5,50
5,60
16,90
16,100
15,90
15,100
9,90
9,100
79,90
79,100
79,50
79,60
86,90
86,100
86,50
86,60
99,90
99,100
22,90
22,100
22,50
22,60
43,90
43,100
43,50
43,60
43,30
43,40
43,20
43,30
43,15
43,25
56,90
56,100
61,90
61,100
51,90
51,100
20,90
20,100
20,50
20,60
20,30
20,40
20,20
20,30
20,15
73,90
73,100
73,50
73,60
73,30
73,40
73,20
73,30
73,15
73,25
69,90
69,100
69,50
69,60
43,90
43,100
43,50
43,60
43,30
43,40
43,20
43,30
16,90
16,100
16,50
16,60
49,90
49,100
49,50
49,60
23,90
23,100
23,50
23,60
90,90
90,100
90,50
90,60
90,30
90,40
75,90
75,100
75,50
75,60
45,90
45,100
45,50
45,60
88,90
88,100
88,50
88,60
88,30
88,40
88,20
88,30
97,90
97,100
97,50
97,60
72,90
72,100
79,90
79,100
79,50
32,90
51,90
40,90
40,100
77,90
77,100
71,90
71,100
71,50
71,60
71,30
71,40
30,90
30,100
30,50
30,60
84,90
84,100
84,50
84,60
84,30
84,40
23,90
23,100
69,90
69,100
25,90
25,100
25,50
25,60
25,30
25,40
25,20
25,30
83,90
83,100
83,50
83,60
48,90
48,100
48,50
48,60
48,30
48,40
1,90
1,100
57,90
81,90
95,90
71,90
71,100
38,90
38,100
38,50
38,60
38,30
74,90
74,100
10,90
10,100
1,90
1,100
1,50
1,60
1,30
1,40
1,20
1,30
73,90
73,100
73,50
73,60
92,90
92,100
81,90
81,100
70,90
70,100
70,50
70,60
20,90
38,90
38,100
38,50
38,60
82,90
23,90
23,100
60,90
94,90
68,90
21,90
21,90
75,90
5,90
93,90
62,90
24,90
19,90
99,90
4,90
23,90
23,100
23,50
23,60
23,30
23,40
64,90
64,100
44,90
44,100
44,50
44,60
44,30
44,40
91,90
91,100
91,50
91,60
98,90
98,100
38,90
38,100
38,50
38,60
38,30
38,40
38,20
38,30
38,15
38,25
57,90
57,100
71,90
71,100
71,50
71,60
71,30
71,40
71,20
71,30
71,90
71,100
71,50
71,60
71,30
71,40
39,90
39,100
39,50
39,60
39,30
39,40
39,20
39,30
22,90
22,100
22,50
22,60
22,30
22,40
37,90
37,100
79,90
79,100
71,90
71,100
71,50
71,60
76,90
76,100
76,50
76,60
76,30
76,40
76,20
76,30
76,15
76,25
38,90
38,100
74,90
74,100
74,50
74,60
78,90
78,100
78,50
78,60
78,30
78,40
78,90
78,100
42,90
42,100
42,50
42,60
42,30
42,40
90,90
90,100
90,50
90,60
90,30
90,40
35,90
35,100
35,50
35,60
93,90
93,100
31,90
31,100
31,50
31,60
5,90
5,100
5,50
5,60
22,90
22,100
22,50
22,60
91,90
91,100
91,50
91,60
91,30
91,40
61,90
61,100
11,90
11,100
37,90
37,100
46,90
46,100
46,50
46,60
72,90
72,100
72,50
72,60
72,30
72,40
72,20
72,30
73,90
73,100
73,50
73,60
10,90
10,100
10,90
10,100
10,50
10,60
71,90
71,100
94,90
94,100
94,50
94,60
94,30
94,40
94,20
94,30
94,15
94,25
94,12
94,22
94,11
94,21
90,90
90,100
90,50
90,60
90,30
90,40
42,90
42,100
42,50
42,60
2,90
2,100
23,90
23,100
23,50
23,60
23,30
23,40
23,20
23,30
66,90
66,100
66,50
66,60
66,30
66,40
66,20
66,30
66,15
66,25
66,12
66,22
95,90
95,100
95,50
95,60
73,90
73,100
73,50
73,60
73,30
73,40
73,20
73,30
73,15
73,25
73,12
73,22
73,11
73,21
73,10
73,20
73,10
73,20
73,10
73,20
62,90
62,100
82,90
82,100
82,50
82,60
82,30
82,40
82,20
82,30
82,15
82,25
82,12
82,22
39,90
39,100
46,90
46,100
46,50
46,60
18,90
18,100
18,50
18,60
18,30
18,40
18,20
18,30
70,90
70,100
70,50
70,60
70,30
70,40
70,20
70,30
98,90
98,100
15,90
15,100
15,50
15,60
15,30
15,40
37,90
37,100
37,50
37,60
37,30
37,40
87,90
87,100
87,50
87,60
87,30
87,40
99,90
99,100
18,90
18,100
18,50
18,60
18,30
18,40
97,90
97,100
68,90
68,100
76,90
76,100
48,90
48,100
85,90
85,100
85,50
85,60
85,30
85,40
85,20
85,30
8,90
8,100
8,50
8,60
56,90
56,100
56,50
56,60
56,30
56,40
56,20
56,30
25,90
25,100
25,50
25,60
44,90
44,100
21,90
21,100
15,90
15,100
15,50
15,60
15,30
15,40
68,90
68,100
1,90
1,100
83,90
83,100
95,90
95,100
86,90
50,90
50,100
50,50
50,60
50,30
50,40
50,20
50,30
86,90
86,100
16,90
16,100
16,50
16,60
16,30
16,40
16,20
16,30
16,15
16,25
16,12
16,22
13,90
13,100
13,50
13,60
13,30
13,40
13,20
13,30
13,15
13,25
13,12
13,22
13,11
13,21
4,90
4,100
3,90
3,100
3,50
3,60
58,90
58,100
58,50
58,60
58,30
58,40
58,20
58,30
58,15
58,25
15,90
15,100
27,90
27,100
27,50
27,60
22,90
22,100
32,90
32,100
11,90
11,100
65,90
65,100
65,50
65,60
94,90
94,100
94,50
94,60
94,30
94,40
94,20
94,30
15,90
59,90
59,100
52,90
52,100
52,50
52,60
87,90
